DATE,北京大学,中国人民大学,清华大学,北京交通大学,北京工业大学,北京航空航天大学,北京理工大学,北京科技大学,北京邮电大学,中国农业大学,北京林业大学,北京协和医学院,北京中医药大学,北京师范大学,首都师范大学,北京外国语大学,中央传媒大学,对外经济贸易大学,外交学院,中国人民公安大学,北京体育大学,中央音乐学院,中国音乐学院,中央美术学院,中央戏剧学院,中央民族大学,中国政法大学,南开大学,天津大学,天津工业大学,天津医科大学,天津中医药大学,华北电力大学,河北工业大学,山西大学,太原理工大学,内蒙古大学,辽宁大学,大连理工大学,东北大学,大连海事大学,吉林大学,延边大学,东北师范大学,哈尔滨工业大学,哈尔滨工程大学,东北农业大学,东北林业大学,复旦大学,同济大学,上海交通大学,华东理工大学,东华大学,上海海洋大学,上海中医药大学,华东师范大学,上海外国语大学,上海财经大学,上海体育学院,上海音乐学院,上海大学,南京大学,苏州大学,东南大学,南京航空航天大学,南京理工大学,中国矿业大学,南京邮电大学,河海大学,江南大学,南京林业大学,南京信息工程大学,南京农业大学,南京医科大学,南京中医药大学,中国药科大学,南京师范大学,浙江大学,中国美术学院,安徽大学,中国科学技术大学,合肥工业大学,厦门大学,福州大学,福建师范大学,南昌大学,山东大学,中国海洋大学,中国石油大学（华东）,郑州大学,河南大学,武汉大学,华中科技大学,中国地质大学（武汉）,武汉理工大学,华中农业大学,华中师范大学,中南财经政法大学,湘潭大学,湖南大学,中南大学,湖南师范大学,中山大学,暨南大学,华南理工大学,华南农业大学,广州医科大学,广州中医药大学,华南师范大学,海南大学,广西大学,四川大学,重庆大学,西南交通大学,电子科技大学,西南石油大学,成都理工大学,四川农业大学,成都中医药大学,西南大学,西南财经大学,贵州大学,云南大学,西藏大学,西北大学,西安交通大学,西北工业大学,西安电子科技大学,长安大学,西北农林科技大学,陕西师范大学,兰州大学,青海大学,宁夏大学,新疆大学,石河子大学,中国矿业大学（北京）,中国石油大学（北京）,中国地质大学（北京）,宁波大学,南方科技大学,上海科技大学,中国科学院大学,国防科技大学,海军军医大学,空军军医大学
1923.03,,,,,,,,,,改建：北京农业专门学校改建为国立北京农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：中州大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建校：东北大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：国立武昌师范大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建校：私立青岛大学,,,,,,,,,,,,,,,建校：广东大学,,,,,建校：广东中医药专门学校,,,,,,,,,,,,,,,,,,,,,,,,,,,建校：新疆俄文法政专门学校,,,,,,,,,,,
1924.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：同济大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：河海工科大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建立分校：在江苏省南京市建立河海工科大学,,建立分校：在江苏省南京市建立河海工科大学,,,,,,建立分校：在江苏省南京市建立河海工科大学,建立分校：在江苏省南京市建立河海工科大学,,建立分校：在江苏省南京市建立河海工科大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,院校合并：与武昌博文书院大学部、汉口博学书院大学部合并成立私立华中大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925.00,,,,,,,,,,,,,,改建：北京女高师改建为北京女子师范大学,,,,,,,,,,更名：国立北京艺术专门学校,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：国立武昌大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建校：光华大学,,,,,,,,,,,,,,,,,,,,,,,,,
1926.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,改建：山东高等学校改建为省立山东大学,,,,,院校合并：与国立武昌商科大学、湖北省立医科大学、湖北省立法科大学、湖北省立文科大学、私立武昌中华大学合并成立国立第二中山大学,,,,,,,,更名：省立湖南大学,,,更名：国立中山大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927.00,院校合并：与北京其他八所国立大学合并成立京师大学校,,,,,,,,,,,,,更名：北京国立高校被整合为京师大学校，改称京师大学校师范部,,,,,,,,,,院校合并：与国立北京大学、国立法政大学、国立医科大学、国立农业大学、国立工业大学、国立师范大学、国立女师师范大学、国立女子大学、艺术专门学校合并成立国立京师大学校；更名：国立北京艺术专门学校更名为京师大学校美术专门部,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：交通部第一交通大学,,,更名：第四中山大学农学院水产学校,,,,,,,撤销,更名：国立第四中山大学；院校合并：与国立东南大学、河海工科大学、上海商科大学、江苏法政大学、江苏医科大学合并成立国立第四中山大学,,更名：国立第四中山大学；院校合并：与国立东南大学、河海工科大学、上海商科大学、江苏法政大学、江苏医科大学合并成立国立第四中山大学,,,,,,更名：国立第四中山大学；院校合并：与国立东南大学、河海工科大学、上海商科大学、江苏法政大学、江苏医科大学合并成立国立第四中山大学,更名：国立第四中山大学；院校合并：与国立东南大学、河海工科大学、上海商科大学、江苏法政大学、江苏医科大学合并成立国立第四中山大学,,更名：国立第四中山大学；院校合并：与国立东南大学、河海工科大学、上海商科大学、江苏法政大学、江苏医科大学合并成立国立第四中山大学,,,,,改建：求是书院改建为国立第三中山大学,,,,,,,,"改建：江西公立医学专门学校改建为江西中山大学医学部
更名：江西省立医学专门学校",,,,,,,,,,,,,,,,,,更名：国立暨南大学,,,,,,,,,,,,,,撤销,,,,撤销,,,,,,,,,,,,,,,,,,,,,,,,
1927.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：第四中山大学工学院土木系,,,,,,,,院校合并：与河海大学、江苏政法大学、江苏医科大学、南京工业专门学校、南京第一农业专门学校、南京商业专门学校、苏州工业专门学校、上海医科大学合并成立第四中山大学,,,,,,,,,,,,,,院校合并：与河南公立法政专门学校、河南省立农业专门学校合并成立国立第五中山大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：第四中山大学商学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927.08,,,,,,,,,,更名：国立北京农业大学更名为国立京师大学校农科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：国立同济大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建校：国立音乐院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928.00,更名：中华大学、北平大学、国立北平大学北大学院,,更名：清华学校更名为国立清华大学,,,,,,,,,,,更名：平津国立高校被整合为国立北平大学，改称国立北平大学第一师范学院,,,,,,,,,,更名：京师大学校更名为国立北平大学（艺术学院）,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：国立交通大学（上海本部）,,,更名：国立中央大学农学院水产学校,,,,,,,,,,,,,,,,,,,,,,,,,建校：国立艺术院,,,,,,,,,,,,,改建：国立第二中山大学改建为国立武汉大学,,,,,,,,,,,,,,,,,,,建校：省立广西大学,,,,,,,,,,,院校合并：与原贵州大学合并成立省立贵州大学,,,,,,,,,,更名：兰州中山大学,,,,,,,,,,,,,,
1928.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：东省特区工业大学校,,,,,,,,,,,,,更名：江苏大学商学院,,,,更名：江苏大学,,更名：江苏大学,,,,,更名：江苏大学工学院土木系,更名：江苏大学,更名：江苏大学,,更名：江苏大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：江苏大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：唐山交通大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：国立中央大学,更名：浙江大学,,建校：安徽大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：国立中央大学商学院,,,,更名：国立中央大学,,更名：国立中央大学,,,,,更名：中央大学工学院水利组,更名：国立中央大学,更名：国立中央大学,,更名：国立中央大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928.06,,,,更名：交通部第三交通大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：国立浙江大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：第二交通大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：新疆省立俄文法政学校,,,,,,,,,,,
1928.09,,,,院校合并：与上海交通大学、唐山交通大学合并成立交通大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：河北省立工业专门学校,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,院校合并：与法政学院与商学院合并成立哈尔滨工业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928.11,,,,,,,,,,改建：北京农业大学改建为国立北平大学农学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：交通大学唐山工程学院,,,,,,,,,,,,更名：铁道部交通大学,,,,,,,,,,,,,,,,,,,,
1929.00,更名：国立北京大学,,,,,,,,,,,更名：北平协和医学院,,,,,,,,,,,,,,,,,,更名：北平大学工学院机织系,,,,,,,,,,,"复校
更名：交通部吴淞商船专科学校",,,,,,,,,,,,,更名：江苏省立水产学校,,,,,,,,,,,,,,,,,,,,,,,,,更名：国立杭州艺术专科学校,,,,,,,,,,,,,,,,,,院校合并：与长沙雅礼大学部、岳阳湖滨大学合并成立私立华中大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：安徽省立安徽大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929.02,,,,平院独立，更名：交通大学北平交通管理学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：河北省立工业学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929.07,,,,更名：交通大学北平铁道管理学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929.08,,,,,,,,,,,,,,其他：重新独立设置，称国立北平师范大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：上海国立音乐专科学校,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,院校合并：与私立青岛大学合并成立国立青岛大学,院校合并：与省立山东大学合并成立国立青岛大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：省立东陆大学,,,,,,,,,,,,,,,,,,,,,,,
1930.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：省立河南大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：新疆俄文法政学院,,,,,,,,,,,
1931.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：江西省立医学专科学校,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,撤销,,,,,,建校：中央军委无线电学校,,,,,,,,,更名：私立焦作工学院,,,,,,,,,
1931.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：甘肃大学,,,,,,,,,,,,,,
1931.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
更名：省立甘肃学院",,,,,,,,,,,,,,
1931.07,,,,,,,,,,,,,,院系迁入：国立北平大学-女子师范学院并入国立北平师范大学,,,,,,,,,,,,,,,,,,,,,更名：山西大学,更名：山西大学工学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：私立焦作工学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,迁址：由辽宁省沈阳市迁往北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：国立山东大学,更名：国立山东大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：红军通信学校,,,,,,,,,,,,,,,,,,
1932.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：国立上海商学院；院系迁入：上海劳动大学-经济系并入国立上海商学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,院校合并：与冯庸大学合并成立东北大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建校：广东省立勷勤大学师范学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建校：国立中央大学医学院
1934.00,,,,,,,,,,其他：建立清华大学农业研究所,,,,,,,,,,,,,,其他：国立北平艺术专科学校复校,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建校：江苏省立医政学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：省立云南大学,,,,,,,建校：国立西北农林专科学校,,,,,,,,,,,,,,,,
1934.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,院校合并：与山西省省立法学校、山西省省立教育学院合并成立山西大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,院系迁出：河南大学-土木工程系并入天津北洋大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：勷勤大学教育学院,,,,,,,,,撤销,,,,,,,,,,更名：军委无线电通信学校,,,,,,,,,,,,,,,,,,
1935.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：新疆学院,,,,,,,,,,,
1935.10,,,,,,,,,,,,,,,,,,,,,,,,,建校：国立戏剧学校,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936.00,,,,,,,,,,其他：清华大学农学院在长沙建立,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建立分校：在陕西省西安市建立西安分校,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建校：国立药学专科学校,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：四川省立教育学院,,,,,,,,,,,,,,,,,,,,,,,,,,
1936.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：哈尔滨高等工业学校,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936.06,,,,,,,,,,,,,,,,建校：中国人民抗日军事政治大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937.00,,,院校合并：与国立北京大学、私立南开大学合并成立国立长沙临时大学,,,,,,,院校合并：与北平大学、北平师范大学与北洋工学院合并成立西安临时大学（北平大学农学院改为西安林大农学院）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"院校合并：与大夏大学合并成立复旦大夏联合大学
迁址：由上海市迁往江西省、贵州省贵阳市",,,,,迁址：由江苏省迁往四川省合川市,,,,,,更名：私立上海音乐院,,,,,,,,,,,,,,,,,,,迁址：由浙江省杭州市迁往湖南省怀化市,,,,,,,,,,,,,,,,,改建：湖北高等农务学堂改建为湖北省立农业专科学校,,,,,,,,,,,,,,,,,,迁址：由河北省唐山市迁往湖南省湘潭市,,,,,,,,,,,更名：国立西北工学院,,,,,,,,,,,,,,,,,,,,,迁址：由南京市迁往成都市
1937.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,迁址：由北京迁往河南省开封市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：延安通校,,,,,,,,,,,,,,,,,,
1937.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"迁址：由河南省开封市迁往陕西省西安市；
更名：国立东北大学",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：中央大学水利系,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937.07,,建校：陕北公学,,,,,,,,,,,,院校合并：与北平师范大学、国立北平大学、国立北洋工学院合并成立西安临时大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,迁址：由江苏省南京市迁往重庆市；更名：重庆中央大学,,迁址：由江苏省南京市迁往重庆市；更名：重庆中央大学,,,,,,迁址：由江苏省南京市迁往重庆市；更名：重庆中央大学,迁址：由江苏省南京市迁往重庆市；更名：重庆中央大学,,迁址：由江苏省南京市迁往重庆市；更名：重庆中央大学,,,,,,,,,,更名：国立厦门大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更名：国立交通大学,,,,,,,,,,,,,,,,,,,,
1937.09,"迁址：由北京市迁往湖南省长沙市
院校合并：与清华大学、私立南开大学合并成立国立长沙临时大学",,,,,,,,,,,,,,,,,,,,,,,,,,,"迁址：由北京市迁往湖南省长沙市
院校合并：与清华大学、北京大学合并成立国立长沙临时大学",院校合并：与北平大学、北平师范大学、北平研究院合并成立国立西安临时大学,,,,,,,,,,,,,,,,,,,,,迁址：由上海市迁往浙江金华,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,迁址：由河南省焦作市迁往陕西省西安市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,迁址：由江西省、贵州省贵阳市迁往重庆市,迁址：由浙江金华迁往江西赣州、吉安,,,,,,,,,,,,,,,,,,,,,,,,迁址：由江苏省镇江市迁往湖南省怀化市,,,,,,,,,,,,,迁址：由山东省青岛市迁往重庆市,迁址：由山东省青岛市迁往重庆市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
